2025-01-30 20:52:02.854 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-30 20:52:02.856 | INFO     | __main__:<module>:68 - Project root: C:\Users\priya\NWMSU\buzzline-03-Priya
2025-01-30 20:52:02.856 | INFO     | __main__:<module>:72 - Data folder: C:\Users\priya\NWMSU\buzzline-03-Priya\data
2025-01-30 20:52:02.856 | INFO     | __main__:<module>:76 - Data file: C:\Users\priya\NWMSU\buzzline-03-Priya\data\buzz.json
2025-01-30 20:52:02.857 | INFO     | __main__:main:136 - START producer.
2025-01-30 20:52:02.857 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-30 20:52:02.863 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-01-30 20:52:02.863 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-30 20:52:03.194 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1001, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'z4aBkYuWTs6JfWIaZaLODg', 'controller_id': 1001}
2025-01-30 20:52:03.195 | INFO     | __main__:get_kafka_topic:50 - Kafka topic: buzzline_json
2025-01-30 20:52:03.196 | INFO     | __main__:get_message_interval:57 - Message interval: 1 seconds
2025-01-30 20:52:03.197 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-30 20:52:03.198 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-01-30 20:52:03.308 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-01-30 20:52:03.309 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-30 20:52:03.635 | INFO     | utils.utils_producer:create_kafka_topic:176 - Creating 'buzzline_json'.
2025-01-30 20:52:03.820 | INFO     | utils.utils_producer:create_kafka_topic:181 - Topic 'buzzline_json' created successfully.
2025-01-30 20:52:03.821 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-01-30 20:52:03.821 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
2025-01-30 20:52:03.821 | INFO     | __main__:generate_messages:95 - Opening data file in read mode: C:\Users\priya\NWMSU\buzzline-03-Priya\data\buzz.json
2025-01-30 20:52:03.822 | INFO     | __main__:generate_messages:97 - Reading data from file: C:\Users\priya\NWMSU\buzzline-03-Priya\data\buzz.json
2025-01-30 20:52:03.832 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-01-30 20:52:04.835 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-01-30 20:52:05.839 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Charlie'}
2025-01-30 20:52:06.843 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-01-30 20:52:07.848 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-01-30 20:52:08.850 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Alice'}
2025-01-30 20:52:09.852 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Hello, Kafka world!', 'author': 'Diana'}
2025-01-30 20:52:10.855 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-01-30 20:52:11.864 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-01-30 20:52:12.866 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Alice'}
2025-01-30 20:52:13.869 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-01-30 20:52:14.871 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Diana'}
2025-01-30 20:52:15.874 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Kafka is awesome.', 'author': 'Charlie'}
